400.0	0.294
402.0	0.285
404.0	0.277
406.0	0.269
408.0	0.261
410.0	0.253
412.0	0.245
414.0	0.237
416.0	0.230
418.0	0.223
420.0	0.217
422.0	0.211
424.0	0.205
426.0	0.200
428.0	0.196
430.0	0.193
432.0	0.190
434.0	0.187
436.0	0.184
438.0	0.182
440.0	0.179
442.0	0.177
444.0	0.175
446.0	0.173
448.0	0.172
450.0	0.170
452.0	0.169
454.0	0.168
456.0	0.168
458.0	0.167
460.0	0.167
462.0	0.167
464.0	0.166
466.0	0.165
468.0	0.164
470.0	0.164
472.0	0.163
474.0	0.162
476.0	0.162
478.0	0.161
480.0	0.161
482.0	0.160
484.0	0.160
486.0	0.160
488.0	0.159
490.0	0.159
492.0	0.158
494.0	0.158
496.0	0.157
498.0	0.157
500.0	0.157
502.0	0.157
504.0	0.156
506.0	0.156
508.0	0.156
510.0	0.155
512.0	0.156
514.0	0.155
516.0	0.155
518.0	0.155
520.0	0.155
522.0	0.155
524.0	0.155
526.0	0.155
528.0	0.155
530.0	0.155
532.0	0.155
534.0	0.156
536.0	0.156
538.0	0.157
540.0	0.157
542.0	0.158
544.0	0.159
546.0	0.160
548.0	0.161
550.0	0.162
552.0	0.164
554.0	0.165
556.0	0.168
558.0	0.170
560.0	0.173
562.0	0.176
564.0	0.180
566.0	0.184
568.0	0.189
570.0	0.193
572.0	0.198
574.0	0.203
576.0	0.208
578.0	0.214
580.0	0.219
582.0	0.225
584.0	0.232
586.0	0.238
588.0	0.245
590.0	0.253
592.0	0.262
594.0	0.271
596.0	0.281
598.0	0.292
600.0	0.304
602.0	0.316
604.0	0.329
606.0	0.342
608.0	0.355
610.0	0.368
612.0	0.380
614.0	0.392
616.0	0.404
618.0	0.415
620.0	0.426
622.0	0.436
624.0	0.445
626.0	0.454
628.0	0.462
630.0	0.467
632.0	0.472
634.0	0.475
636.0	0.477
638.0	0.478
640.0	0.479
642.0	0.479
644.0	0.480
646.0	0.481
648.0	0.483
650.0	0.485
652.0	0.488
654.0	0.494
656.0	0.501
658.0	0.509
660.0	0.521
662.0	0.533
664.0	0.546
666.0	0.560
668.0	0.573
670.0	0.585
672.0	0.596
674.0	0.606
676.0	0.614
678.0	0.621
680.0	0.625
682.0	0.628
684.0	0.628
686.0	0.626
688.0	0.620
690.0	0.612
692.0	0.600
694.0	0.588
696.0	0.573
698.0	0.555
700.0	0.538
702.0	0.520
704.0	0.503
706.0	0.485
708.0	0.469
710.0	0.453
712.0	0.438
714.0	0.423
716.0	0.409
718.0	0.395
720.0	0.382
722.0	0.370
724.0	0.358
726.0	0.347
728.0	0.337
730.0	0.327
732.0	0.318
734.0	0.310
736.0	0.303
738.0	0.296
740.0	0.290
742.0	0.284
744.0	0.278
746.0	0.274
748.0	0.269
750.0	0.264
752.0	0.260
754.0	0.255
756.0	0.251
758.0	0.248
760.0	0.244
762.0	0.241
764.0	0.238
766.0	0.235
768.0	0.232
770.0	0.229
772.0	0.227
774.0	0.224
776.0	0.222
778.0	0.220
780.0	0.218
782.0	0.215
784.0	0.213
786.0	0.211
788.0	0.209
790.0	0.207
792.0	0.206
794.0	0.204
796.0	0.202
798.0	0.200
800.0	0.199
